presc_no,plan_id,prod_id,presc_last_nm,presc_mid_nm,presc_first_nm,presc_street_addr,presc_city,presc_st,Zip,data_dt,week_bckt_1,week_bckt_2,week_bckt_3,week_bckt_4,week_bckt_5,week_bckt_6,week_bckt_7,week_bckt_8,week_bckt_9,week_bckt_10,week_bckt_11,week_bckt_12,week_bckt_13,week_bckt_14,week_bckt_15,week_bckt_16,week_bckt_17,week_bckt_18,week_bckt_19,week_bckt_20,week_bckt_21,week_bckt_22,week_bckt_23,week_bckt_24,week_bckt_25,week_bckt_26,week_bckt_27,week_bckt_28,week_bckt_29,week_bckt_30,week_bckt_31,week_bckt_32,week_bckt_33,week_bckt_34,week_bckt_35,week_bckt_36,week_bckt_37,week_bckt_38,week_bckt_39,week_bckt_40,week_bckt_41,week_bckt_42,week_bckt_43,week_bckt_44,week_bckt_45,week_bckt_46,week_bckt_47,week_bckt_48,week_bckt_49,week_bckt_50,week_bckt_51,week_bckt_52,week_bckt_53,week_bckt_54,week_bckt_55,week_bckt_56,week_bckt_57,week_bckt_58,week_bckt_59,week_bckt_60,week_bckt_61,week_bckt_62,week_bckt_63,week_bckt_64,week_bckt_65,week_bckt_66,week_bckt_67,week_bckt_68,week_bckt_69,week_bckt_70,week_bckt_71,week_bckt_72,week_bckt_73,week_bckt_74,week_bckt_75,week_bckt_76,week_bckt_77,week_bckt_78,week_bckt_79,week_bckt_80,week_bckt_81,week_bckt_82,week_bckt_83,week_bckt_84,week_bckt_85,week_bckt_86,week_bckt_87,week_bckt_88,week_bckt_89,week_bckt_90,week_bckt_91,week_bckt_92,week_bckt_93,week_bckt_94,week_bckt_95,week_bckt_96,week_bckt_97,week_bckt_98,week_bckt_99,week_bckt_100,week_bckt_101,week_bckt_102,week_bckt_103,week_bckt_104
PRESC286,PLAN1,PROD102,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,11065,3/31/18,3,10,5,9,1,8,4,6,6,8,1,2,3,7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN1,PROD101,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,14087,3/31/18,7,1,6,2,3,3,6,6,1,10,3,3,6,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.954,0,1.141,0,0,0,1.319,0,0,1.124,0,0,0,0,0,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0,1.684,0,0,1.691,0,0,1.173,0,0,0,2.54,0,0,0,1.261,0,1.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN3,PROD101,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,92327,3/31/18,2,8,10,4,4,2,2,10,5,1,3,9,4,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN1,PROD102,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,11055,3/31/18,5,5,8,8,1,7,4,1,1,8,6,5,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN1,PROD103,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,57147,3/31/18,7,6,5,1,8,2,7,3,3,8,2,7,6,6,10,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN3,PROD101,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,33332,3/31/18,10,10,4,2,9,10,8,6,3,4,10,4,9,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN1,PROD101,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,17606,3/31/18,2,8,6,4,10,10,8,10,2,10,5,2,8,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN1,PROD102,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,00782,3/31/18,10,9,6,8,3,5,1,4,8,6,8,1,8,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN2,PROD102,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,91175,3/31/18,4,8,9,4,4,9,8,3,9,6,9,3,2,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606,0,0,0,0,0,1.606,0,0,0,0,0,0,1.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN3,PROD102,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,20034,3/31/18,5,8,7,4,1,7,1,7,3,7,8,6,3,8,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.619,0,0,0,0,1.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.154,0,0,0,0,0,1.207,0,0,0,0,1.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN1,PROD102,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,78988,3/31/18,6,2,2,7,1,3,6,7,7,8,3,2,5,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154,1.175,0,0,0,0,2.207,0,0,0,0,0,0,0,1.502,1.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0
PRESC286,PLAN1,PROD102,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,80532,3/31/18,1,9,1,9,9,3,10,5,6,1,2,6,6,7,4,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN1,PROD101,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,51921,3/31/18,1,8,8,6,6,1,10,10,9,2,1,4,4,2,3,8,3.842,1.151,0,0,0,2.152,0,1.151,1.148,1.153,1,1.153,0,0,1.149,1.007,0,0,0,0,0,0,1.137,3.268,0,0,0,1.125,2.26,0,0,3.423,1,0,0,0,1,2.274,1.133,3.262,0,0,0,0,0,0,0,0,0,0,1.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN3,PROD103,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,38200,3/31/18,2,8,9,8,7,2,4,3,10,1,8,8,3,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN2,PROD101,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,56862,3/31/18,5,5,4,6,3,1,5,9,2,5,7,7,9,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN1,PROD103,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,97770,3/31/18,2,1,2,3,5,6,2,1,6,8,5,10,5,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN2,PROD102,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,12679,3/31/18,3,7,5,1,1,2,7,4,4,9,7,8,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.584,0,0,0,0,0,0,0,0,0,1.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN2,PROD103,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,16284,3/31/18,2,5,1,7,3,1,6,5,3,6,2,9,4,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.137,0,1.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN1,PROD102,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,28404,3/31/18,4,7,1,4,2,6,4,3,5,8,10,1,6,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN1,PROD102,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,13724,3/31/18,2,1,10,4,6,5,9,6,1,1,9,7,3,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN2,PROD102,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,72575,3/31/18,8,1,1,8,7,10,9,7,3,3,3,10,9,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN1,PROD101,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,31994,3/31/18,10,7,1,7,5,7,8,7,3,10,1,3,3,10,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN3,PROD101,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,30110,3/31/18,4,1,10,8,10,4,9,5,5,7,8,2,8,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN3,PROD103,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,33168,3/31/18,10,1,7,2,8,4,7,6,5,2,3,8,6,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN1,PROD101,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,43966,3/31/18,4,3,7,3,4,3,4,9,2,4,2,2,2,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN3,PROD101,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,41752,3/31/18,5,8,10,2,2,9,10,3,6,2,2,3,10,8,2,2,0,0,0,0,0,0,0,1.151,0,0,0,0,0,0,0,0,0,0,1.136,0,0,0,1.137,0,0,0,1.123,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141,0,0,0,0,0,0,0,0,1.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN2,PROD102,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,08319,3/31/18,10,8,10,4,4,1,10,7,7,1,1,5,10,5,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,2.28,0,0,0,0,0,0,0,0,0,0,0,1.141,0,1.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN1,PROD103,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,05390,3/31/18,4,9,3,3,10,10,5,5,9,10,10,3,9,10,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN1,PROD101,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,49617,3/31/18,9,7,7,8,1,7,8,5,10,2,6,5,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN2,PROD101,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,06194,3/31/18,9,5,8,9,6,1,3,1,1,5,6,6,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC286,PLAN1,PROD103,Joseph, ,Collins,22854 Ashley Highway Suite 757,New John,Washington,29386,3/31/18,3,7,10,6,10,1,7,2,5,7,4,5,10,5,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.28,1.145,1,0,0,2.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC2567,PLAN3,PROD103,James,Laura,Lopez,0993 Nichole Village Apt. 197,Medinamouth,Alaska,92997,3/31/18,2,2,9,6,7,3,7,2,10,6,5,8,6,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.505,0,0,0,0,0,0,0,0,0,0,0,0
PRESC2568,PLAN2,PROD102,Mark,Thomas,Best,37846 Johnson Ridges,East Tyler,Ohio,90707,3/31/18,10,9,3,4,2,2,6,5,6,3,2,7,10,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC289,PLAN3,PROD102,Jeffrey,Jerome,Torres,3447 Robert Island Suite 490,Port Kaitlyn,Alaska,85777,3/31/18,8,2,9,4,5,9,1,7,8,1,9,4,9,10,3,4,0,1.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC289,PLAN3,PROD103,Jeffrey,Jerome,Torres,3447 Robert Island Suite 490,Port Kaitlyn,Alaska,96536,3/31/18,7,2,9,3,2,4,5,8,7,5,6,8,3,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC2569,PLAN1,PROD102,Jeremy,Shannon,Rose,20066 Lee Trail Apt. 901,East John,Louisiana,56462,3/31/18,7,7,1,4,1,6,8,3,7,5,9,6,8,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0
PRESC290,PLAN3,PROD102,Ana,John,Jordan,03113 Taylor Causeway Suite 062,East David,Hawaii,85819,3/31/18,3,10,7,4,4,6,9,7,10,4,9,7,7,8,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PRESC290,PLAN3,PROD101,Ana,John,Jordan,03113 Taylor Causeway Suite 062,East David,Hawaii,04899,3/31/18,7,7,3,6,4,3,10,9,5,1,10,1,1,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PRESC2570,PLAN2,PROD103,Emily,Jessica,Graves,1366 Gonzales Ridge Suite 374,Jerryborough,Connecticut,88515,3/31/18,7,7,6,2,8,8,3,7,1,6,5,3,9,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC2571,PLAN3,PROD101,Meghan,Patricia,Snyder,762 Mitchell Fords Suite 480,Lauraton,Connecticut,95172,3/31/18,5,3,4,1,2,10,10,9,3,4,4,8,5,7,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC2572,PLAN1,PROD102,Kevin,Brandon,Jensen,95648 Maddox Unions Apt. 756,North Chadport,North Carolina,98353,3/31/18,2,7,1,8,9,3,3,3,2,8,7,8,8,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.014,0,0,0,0,0,0,0,0
PRESC2573,PLAN2,PROD102,Terri,Michael,Lloyd,0925 Jessica Corners,Daleland,Kentucky,06349,3/31/18,10,1,8,1,9,4,2,4,10,4,5,9,7,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC2574,PLAN2,PROD103,Joshua, ,Luna,28939 Neil Bypass,Stewartshire,Kansas,01935,3/31/18,1,3,3,8,6,7,7,8,2,2,6,10,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC2575,PLAN1,PROD103,Cathy,Gerald,Brown,4635 Charles Islands Suite 821,Carterland,North Dakota,29103,3/31/18,5,9,10,10,6,1,4,3,8,1,8,3,4,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC297,PLAN2,PROD102,Susan,Travis,Anderson,4140 Henry Bridge,Ericchester,South Carolina,68218,3/31/18,5,6,9,5,10,8,4,1,4,4,6,10,10,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC2576,PLAN1,PROD102,Amber,Lauren,Joyce,99099 Jessica Streets Suite 475,Sandraberg,Illinois,06984,3/31/18,5,9,9,9,10,5,4,3,2,6,10,6,4,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESC2576,PLAN1,PROD103,Amber,Lauren,Joyce,99099 Jessica Streets Suite 475,Sandraberg,Illinois,78402,3/31/18,6,4,3,4,2,1,5,7,8,5,2,9,3,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
